,Unnamed: 0,company,job title,location,job description,salary estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue,hourly,rating,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn,job_simpl,seniority,description_len,company_age
435,435,Cloud to Street,Climate Data Scientist,"Brooklyn, NY","Company
Cloud to Street is a top climate tech start-up and the world’s leading remote flood analytics platform. We use global satellites, AI, models, and community intelligence to monitor flood risk and flooding in real-time. Seeded by Google, our paradigm-shifting science made the cover of Nature and is the base for our property technology. Today, governments across almost 20 countries have used our platform for disaster relief and to protect over 300 million people. We launched the first commercial parametric flood insurance product to protect climate-vulnerable communities.
Role
We are looking for a climate data scientist with experience running data-driven (e.g. machine learning) or computational models. In this role, you will use satellite data, in-situ data and predictive modeling for actionable insights that can be used to ameliorate the impact of catastrophic flooding. You should apply if you are eager to develop scalable approaches to transfer disaster risk to insurance and capital markets and if you are excited to build an innovative and sustainable organization. You will work with a team of scientists and engineers with expertise in optical and microwave remote sensing, hydrology, climate, social vulnerability, and machine learning to build the next generation of tools to ensure financial protection from floods in marginalized communities.
Who you are
B.S in a quantitative field with 5+ years of experience, or M.S. with 2+ years of experience, or PhD with 0+ years of experience.
Expert level programming skills for environmental and climate modeling.
Experience merging dynamic models with data.
Apply machine learning, computational and/or statistical modeling for a diverse range of complex, high-dimensional problems.
Work in a wide range of interdisciplinary disciplines, with some experience in geophysical science.
Keep up with state-of-the-art modeling techniques, and identify practical approaches for scalable solutions to environmental problems.
Responsibilities
Research and development of innovative approaches to flood mapping, prioritizing scalability and reproducibility.
Communicating approaches, development and results to an interdisciplinary team.
Work closely with our interdisciplinary team of machine learning engineers, research scientists, and software developers.
Query, pre-process, inspect, and validate a diverse range of data sources, especially remotely sensed data, to inform and validate flood models.
This position is based out of our New York City office but is currently remote. Permanent remote work is possible for the right candidate.
To Apply
Attached CV/resume
A statement of interest including a description of relevant past projects or publications
Full-Time Team Benefits
Generous vacation package
Healthcare & dental insurance
Professional development fund
Equity
Paid parental leave
Work from home office support
Cloud to Street is devoted to building an inclusive and diverse company. Black, Indigenous, and people of color; women, queer people, and all gender identities, and individuals with disabilities are especially encouraged to apply.
Show Less",105732.0,1 to 50 Employees,Company - Private,,,,Unknown / Non-Applicable,0,5.0,0,0,0,0,0,1,data scientist,Senior,336,
436,436,Starz,Data Scientist,"New York, NY","Department: Business Development
Location: New York, NY, US, 10036
Summary of Position
Starz is seeking a Data Scientist to support data-driven decision-making for the StarzPlay international business. He or she will have responsibility for analysis of consumer, content, and product data, including the development of “data products” such as predictive models and segmentations. The ideal candidate is comfortable working with both large (e.g., event-level data warehouse tables) and small (e.g., marketing, research) data sets. He or she will have experience with a variety of data wrangling tools, modeling paradigms, optimization algorithms, and simulation methodologies. The Data Scientist understands how to use data science to support practical and actionable business insights.
Responsibilities
Lead efforts to develop advanced predictive models to reduce marketing costs, increase subscription lifetime value, understand content value, and optimize content investment decisions
Assess new data sources and data import processes for efficiency and accuracy
Evaluate accuracy and precision of predictive models and optimization algorithms provided by other analysts or third-parties
Support A/B testing and experimental design paradigms for optimizing marketing effectiveness, content engagement, and product experience
Develop processes for monitoring model performance and data accuracy
Establish departmental standards for data quality and KPI monitoring (including developing Tableau reports)
Qualifications & Skills
Exceptional knowledge of machine learning algorithms and tools (e.g., clustering, random forest, neural nets, boosting)
Familiarity with star schema databases, SQL, and Tableau
Solid foundation in statistics including regression, logistic regression, and statistical significance
Proficient in Python
Experience working with commonly-used third-party data such as Google Analytics, Facebook Insights, Qualtrics, etc.
Previous experience with media/entertainment and/or subscription businesses preferred but not required
Minimum of 5 years professional experience
Advanced degree in Data Science, Computer Science, Mathematics, Statistics, or similar

About Starz
STARZ (www.starz.com), a Lionsgate company, is a leading global media streaming platform committed to delivering premium content that amplifies narratives by, about and for women and underrepresented audiences. STARZ is home to the highly rated and first-of-its-kind STARZ app that offers the ability to stream or download STARZ premium content, as well as the flagship domestic STARZ® service, including STARZ ENCORE, 17 premium pay TV channels, and the associated on-demand and online services. In 2018, STARZ launched its international premium streaming platform STARZPLAY, now LIONSGATE+, to provide subscribers access to bold, curated storytelling. LIONSGATE+, coupled with the STARZPLAY ARABIA joint venture in MENA and Lionsgate Play in South and Southeast Asia, has a footprint that extends across the globe. STARZ and LIONSGATE+ are available across digital OTT platforms and multichannel video distributors, including cable operators, satellite television providers, and telecommunications companies around the world. In February 2021, STARZ launched #TakeTheLead, a multi-faceted and innovative inclusion initiative expanding its existing efforts to improve representation on screen, behind the camera and throughout the company.


With the Company aligning its studio operations behind the growth of its streaming business, Starz has become one of the pre-eminent modern premium global streaming platforms. Offering subscribers more than 7,500 television episodes, including Starz original series and provocative documentaries, along with a broad catalogue of first-run movies, Starz is taking the lead in delivering relatable premium content that makes it the platform of choice among a wide spectrum of female, African-American and other historically underserved audiences. Its focused brand, premium content and freedom from legacy relationships position Starz at the forefront of the new bundles emerging throughout the media ecosystem, a compelling value proposition to complement virtually every kind of subscription platform.


Distinguished by its successful and focused content strategy, top programming, exceptional curation and speed to market, Starz has quickly scaled its platform to become one of the most widely distributed and fastest-growing OTT services in the world, with OTT subscribers making up more than half of its global subscriber base. The Starzplay International premium subscription service offers a “best of global SVOD” content portfolio in more than 50 countries throughout Europe, Latin America, Canada, Japan and India through a bespoke and expanding network of distribution partners. The Starzplay Arabia joint venture is one of the leading SVOD operators in the fast-growing Middle East and North Africa region. The proprietary and highly-rated Starz app, a proven hit with U.S. audiences, continues to roll out internationally.
Our Benefits
Full Coverage – Medical, Vision, and Dental
Work/Life Balance – generous sick days, vacation days, holidays, and Impact Day
401(k) company matching
Tuition Reimbursement (up to graduate degree)

EEO Statement
Lionsgate is an equal employment opportunity employer. All employees and applicants are evaluated on the basis of their qualifications, consistent with applicable state and federal laws. In addition, Lionsgate will provide reasonable accommodations for qualified individuals with disabilities. Lionsgate will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of applicable state and federal law.
Show Less",105016.0,501 to 1000 Employees,Subsidiary or Business Segment,Media & Communication,Broadcast Media,1994.0,$1 to $5 billion (USD),0,2.9,1,0,0,1,0,1,data scientist,Senior,616,28.0
437,437,Delta,"Associate Data Scientist, Operations Decision Science","Atlanta, GA","United States, Georgia, Atlanta
Ops Control
25-Oct-2022
Ref #: 17979
How you'll help us Keep Climbing (overview & key responsibilities)
Delta Air Lines connects the world by flying 180 million customers to 300+ destinations every year. At Operations Decision Science (ODS), we build and deploy data science and predictive modeling tools to support this complex operation. ODS currently seeks an Associate Data Scientist to develop insights, machine learning models, and solutions aimed at continually improving airline performance and decision making. Join our team to make a real-world impact by developing ML/AI solutions to deliver the best air travel experiences.
An appropriate candidate will have hands-on experience in machine learning, statistical analysis, and data storytelling. The candidate should have good organizational and communication skills and feel comfortable in a fast-paced environment.
Primary Functions:
Work within a team of data scientists to develop advanced analytics solutions for complex business problems
Collect data and perform explanatory data analysis
Present analysis to business users in a digestible way
Learn new techniques within cloud-based platforms

What you need to succeed (minimum qualifications)
Bachelor's degree with 1-2 years of experience in Data Science, Statistics, Mathematics, Operations Research, Computer Science, or equivalent combination of education and experience
Proficiency in working with relational databases (SQL)
Working knowledge of Machine Learning techniques (Python, SciKit Learn, R, SAS or other machine learning platforms)
Good written, oral communication, and interpersonal skills
Must be performing satisfactorily in present position
Where permitted by applicable law, must have received or be willing to receive the COVID-19 vaccine by date of hire to be considered for U.S.-based job, if not currently employed by Delta Air Lines, Inc.
Demonstrates that privacy is a priority when handling personal data.
Embraces a diverse set of people, thinking and styles.
Consistently makes safety and security, of self and others, the priority.
What will give you a competitive edge (preferred qualifications)
Master's Degree preferred
< Go back
Show Less",103268.0,10000+ Employees,Company - Public,Transportation & Logistics,"Airlines, Airports & Air Transportation",1928.0,$10+ billion (USD),0,4.3,1,0,0,0,0,1,data scientist,junior,249,94.0
438,438,Booz Allen Hamilton,"Tech Excellence Data Scientist, Junior","Alexandria, VA","The Challenge:
Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As an aspiring data scientist, you know you can help turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection to cancer research to national intelligence — you see data scientists turning data into actions and you want to be part of the team.

We have an opportunity for you to develop your analytical skills and establish your career in data science. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone analytic challenge, and support to place you on your first data science project. You’ll learn how to write scripts to integrate data, conduct exploratory data analysis to discover hidden trends, apply machine learning to train predictive models, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers that inform decisions. You’ll learn how to develop, implement, and support the usage of data visualization, configuration, deployment, and usage. Apply advanced consulting skills and extensive technical expertise in data visualization and storytelling and possess a full industry knowledge of tools and techniques to support the development and delivery of impactful data models and data visualizations. Equipped with the foundational data science skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical national security missions. Embrace the challenge and join us in driving change through data science. This position is a hybrid role with a combination of working at a Booz Allen office or client site and working remotely.
Empower change with us.
You Have:
Experience with a programming language, including SQL, Python, or R
Experience with querying or analyzing data to answer questions and solve problems
Experience with Microsoft Excel
Knowledge of basic concepts in Mathematics and Statistics
Secret clearance
Bachelor's degree
Nice If You Have:
Experience with Tableau, Qlik, Power BI or other data visualization tools
Ability to learn a programming language
Ability to work in the cloud computing environment
Ability to work effectively in a collaborative team environment
Ability to pursue a career in data science
Bachelor's degree in Data Science, Mathematics, Engineering, Physics, Statistics, or Computer Science
Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Secret clearance is required.
Compensation:
At Booz Allen, we celebrate your contributions, provide you with opportunities and choice, and support your total well-being. Our comprehensive benefit offerings include healthcare, retirement plan, insurance programs, commuter program, employee assistance program, paid and unpaid leave programs, education assistance, and childcare benefits.
The salary for this position will be determined based on various factors. The proposed salary range for this position in Colorado is 80,000 to 90,000.
Build Your Career:
At Booz Allen, we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you’ll have the chance to:
access online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunk
change the world with the Data Science Bowl—the world’s premier data science for social good competition
participate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government

You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success.
We’re an equal employment opportunity/affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law.
Apply Now: click Apply Now
Show Less",102817.0,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,1914.0,$5 to $10 billion (USD),0,4.2,1,0,0,0,1,1,data scientist,junior,570,108.0
439,439,TrueChoice Solutions,(Jr) Quantitative Analyst / Data Scientist,"Vienna, NY","Company Overview:
TrueChoice Solutions is a privately held, rapidly growing Software as a Service (SaaS) company and is the leader in real-time preference analytics, headquartered in New York. We develop and deploy unique, sophisticated applications in marketing, sales and HR that give our clients insights about “how” and “why” customers and employees make decisions and what they value. Used by many forward-thinking FORTUNE Global 1000 clients, the TrueChoice™ Predictive Selling Suite is based on patented econometric technologies that for the first time allow companies to precisely quantify the preference structures of individual customers and employees in real time. Our clients use these insights to help increase sales, retention, and profitability. TrueChoice has strong partnerships with 6 of the world’s top 10 consulting firms. Our client base is diverse and includes large automotive companies to consumer electronics manufacturers and health care services companies. We have teams in Continental Europa, New York and Singapore.
‍
Position Overview:
TrueChoice Solutions is currently seeking a qualified candidate to fill the role of (Jr) Quantitative Analyst / Data Scientist within our growing organization. We are looking for a smart, inquisitive, and creative self-starter with a strong analytical and data science skillset and ideally with first experience in business analysis, consulting or project management. This is an exciting opportunity for a junior quantitative analyst / data scientist to be actively involved across projects and client work and take up more tasks and responsibilities as you grow your skillset.
Duties & Responsibilities:
Support the organization on all projects and tasks related to analytics, quantitative analyses and data science
Develop client-facing analytics dashboards
Execute various qualitative and quantitative business analysis tasks including data analysis, research and modeling
Collaborate across teams, senior management, business partners and clients at multiple projects simultaneously during research design, analytics and insights presentations
Contribute to workshops for project scoping and research requirements
Consult with clients on their strategic and business needs
Position Requirements
Bachelor's degree or higher in business, computer science, engineering, economics, mathematics, social sciences or related field with first (1+ year) experience and/or excellent university grades.
Experience with reporting and dashboard tools such as Spotfire, R Shiny, PowerBI, Tableau
Experience with SQL, R, Python. Experience with C# is an advantage
Experience with AI and Machine Learning
Strong analytical skills, preferably with experience in econometrics and/or conjoint analysis
Facility with enterprise software such as CRM Dynamics is an advantage
Evidence of an analytical mindset and solid business analysis capabilities
Aptitude for analytical & creative thinking and problem-solving; intellectually curious
Strong interpersonal, knowledge sharing, and written and oral communication skills
Benefits
Compensation:
We offer a competitive salary, generous benefits and flexible compensation with a cashbonus and stock options.
Preferred Location:
Anywhere, remote allowed. Preferably near Vienna (Austria), near New York or near Singapore
How to Apply:
Please send resumes to jobs@truechoice.io citing ""
(Jr) Quantitative Analyst / Data Scientist
"" in the subject line.
Show Less",98706.0,Unknown,Company - Public,,,,Unknown / Non-Applicable,0,4.0,1,0,0,0,1,1,data analyst,junior,364,
440,440,Amgen,Sr. Associate Data Scientist (Remote),"Thousand Oaks, CA","HOW MIGHT YOU DEFY IMAGINATION?
You’ve worked hard to become the professional you are today and are now ready to take the next step in your career. How will you put your skills, experience and passion to work toward your goals? At Amgen, our shared mission—to serve patients—drives all that we do. It is key to our becoming one of the world’s leading biotechnology companies, reaching over 10 million patients worldwide. Come do your best work alongside other innovative, driven professionals in this meaningful role.
Sr. Associate Data Scientist (Remote)
Live
What you will do
Let’s do this. Let’s change the world. Manufacturing and Clinical Supply (MCS) within Process Development is hiring a Sr. Associate Data Scientist to support its multiple digital data programs. MCS is responsible for the end-to-end delivery of products, process knowledge and technology solutions to enable Amgen’s accelerated product commercialization. MCS serves as a launch site to enable speed to market for Amgen’s innovative products and biosimilars. This person will build a wide-range of innovative data and analytics solutions, from descriptive to prescriptive, develop advanced analytical models, integrate data, derive insights, automate and enhance processes. The ideal candidate enjoys tackling business challenges and excels at organizing information from numerous data sources translating into business insights.
Responsibilities:
Leverage large datasets to conduct end-to-end supply chain and manufacturing analytics that include data gathering and requirements specifications, processing, analytics, and presentations
Understand and collect business/functional requirements, recommend metrics, and create a roadmap/timeline
Interact cross-functionally with a wide variety of people and teams. Work closely with subject matter experts to deliver value by developing novel, practical, scientific, data-driven solutions to meet business needs
Synthesize input into a prioritized feature list and build User Stories (requirements) for each feature
Build a wide range of data and analytics solutions, from descriptive to prescriptive, using sophisticated statistical and machine learning models
Prototype, build, and customize analytical applications to enable in-depth analysis
Define and create automated interactive dashboards and tools that turn data into business insights
Document data relations, data flows, and business logic
Partner with IS and Data Engineers to ensure that the models feeding the dashboards are robust, functional, and relevant to business needs
Ensures delivery of efficient, agile, integrated business and system processes while incorporating agile project management approaches
Win
What we expect of you
We are all different, yet we all use our unique contributions to serve patients. The dynamic professional we seek is an individual with these qualifications.
Basic Qualifications:
Master’s degree OR
Bachelor’s degree and 2 years of directly related experience OR
Associate’s degree and 6 years of directly related experience OR
High school diploma / GED and 8 years of directly related experience
Preferred Qualifications:
Expertise working with large data sets, data mining, and visualization
Expertise in Python and/or R and/or SQL programming languages
Understanding of biopharmaceuticals process and supply chain
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Independent, self-motivated, organized, able to multi-task in time-sensitive environments, and skilled in communication, facilitation, and collaboration
Familiarity with DevOps and software best practices (i.e., version control, continuous integration, test driven development)
Experience with interpreting and extracting meaning from different types of data sets
Excellent communication skills (written and verbal)
Must have a helpful personality and like to address challenges in a collaborative way
Thrive
Some of the vast rewards of working here
As we work to develop treatments that take care of others, we also work to care for our teammates’ professional and personal growth and well-being.
Full support and career-development resources to expand your skills, enhance your expertise, and maximize your potential along your career journey
A diverse and inclusive community of belonging, where teammates are empowered to bring ideas to the table and act
Generous Total Rewards Plan—comprising health, finance and wealth, work/life balance, and career benefits—with compensation and benefits rated above 4 stars (out of 5) on Glassdoor
Apply now
for a career that defies imagination
Objects in your future are closer than they appear. Join us.
careers.amgen.com

Join Us
If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.
Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancer, kidney disease, rheumatoid arthritis and other serious illnesses.
As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.
Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.
We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.
Amgen requires all staff in the United States, Puerto Rico and Canada to be vaccinated from COVID 19 as a condition of employment. In accordance with applicable law, Amgen will provide reasonable accommodations to staff members who qualify on the basis of a medical reason or a sincerely held religious belief, practice, or observance. Such accommodation may not pose an undue hardship to Amgen, its operations, or its staff.
To apply to this job, click Apply Now
Show Less",93901.0,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,1980.0,$10+ billion (USD),0,4.1,1,0,0,0,1,1,data scientist,Senior,696,42.0
441,441,"STEPS TALENT, LLC",Data Scientist - 3 positions - 100% remote,Remote,"We are looking to hire 3 Data Scientists to work on healthcare predictive analytics and infrastructure models using healthcare data.
Term - long-term contract with the potential of converting full-time.
Candidates can work remotely
Ideal Profile: PhD with 2-4 years of ML experience along with R/Python and SQL programming
Required Experience & Skills
Statistical analysis and Machine learning (NLP).
Candidate must have ability to understand results and write code that can perform analysis.
R and Python are used in this role, candidate must be proficient in either.
SQL is needed as well.
Candidate needs to be knowledgeable in relational database and knowledge of distributed computing and ability to work with large datasets.
Sound understanding of areas of computer science such as algorithms, data structures, and databases.
Candidate needs to have real world data experience (not just school).
Bachelors is needed for the role (PHD is preferred).
Preferred Skills
Experience in deploying models and working with large scale database and Microsoft Azure. Familiarity with healthcare data is a plus.
Job Type: Full-time
Pay: $55.00 - $75.00 per hour
Benefits:
Flexible schedule
Schedule:
Monday to Friday
Application Question(s):
Will you now, or in the future, require sponsorship for employment visa status (e.g. H-1B visa status)?
Education:
Bachelor's (Required)
Experience:
Python: 4 years (Required)
SQL: 4 years (Required)
Statistical analysis: 4 years (Required)
Machine learning: 4 years (Required)
Data structures: 4 years (Required)
Work Location: Remote
Show Less",130000.0,,,,,,,1,,1,0,1,0,0,1,data scientist,na,190,
442,442,i28 technologies corporation,Entry Level Data Scientist/AIML Engineer - 114009,"Marysville, MI","Interpret data, analyze results using Mathematical and satistical techniques.
Design, develop and implement data processing and analytics platform using Python
Develop predictive /prescriptive systems
Problem solving, improving data quality
Implement databases, data collection systems, data analytics
Identify, analyze, and interpret trends or patterns in data sets
Analytical and problem-solving skills
Job Type: Full-time
Salary: $55,000.00 - $60,000.00 per year
Benefits:
Health insurance
Schedule:
8 hour shift
Work Location: One location
Show Less",57500.0,1 to 50 Employees,Company - Private,Financial Services,Accounting & Tax,,Less than $1 million (USD),0,4.2,1,0,0,0,0,0,data scientist,junior,70,
443,443,Salesforce,"Staff Data Scientist, Customer Experience",Remote,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
We are looking for an experienced data scientist to support the Customer Experience team at Slack. At Slack, our mission is to make people’s working lives simpler, more pleasant, and more productive. The Customer Experience team lives this every day, providing a delightful experience to our customers.
In this role, you will work closely with the Customer Experience organization to understand and improve the experience people have with Slack across every stage of the customer journey. You will have the opportunity to influence key business and product decisions through your analysis and insights. Your credibility will be strengthened through deep technical skills, strong business sense, and a clear dedication to improving our customers’ experiences. You will bring a solid understanding of SaaS businesses, forecasting models, and ways to process natural language. You can also tell compelling stories with data.
Slack has a positive, diverse, and supportive culture—we look for people who are curious, inventive, and work to be a little better every single day. In our work together we aim to be smart, humble, hardworking and, above all, collaborative. If this sounds like a good fit for you, why not say hello?
What you will be doing
Apply various data science methods to understand usage patterns of Slack Support
Perform evidence-based evaluations of the most important drivers of satisfaction with Slack and Slack Support
Build out key success metrics and reporting for the Customer Experience organization
Prototype foundational data pipelines and partner with the data engineering organization to elevate these into canonical sources of truth for Customer Experience metrics
Identify and clearly communicate potential opportunities to improve the experience of people using Slack
Evangelize evidence-based decision making by partnering with key decision makers and driving general accessibility of data and insights
Organize disparate facts and analyses into a coherent narrative that evaluate the success of and influence product and support strategy
What you should have
A passion for customer support and the role it plays in making a customer-centric team successful
Expertise in scoping work requested by diverse sets of stakeholders
Data science or engineering experience doing data science or quantitative analysis, with preferred experience in settings with multiple consumer user types, such as a marketplace or productivity or collaboration tools.
Expertise in at least one programming language for data analysis (e.g. Python, R, Scala)
Experience working with data technologies that allow analysis of large amounts of data (e.g. Spark, Presto, Hive, Hadoop, etc). Familiarity with Apache Airflow is a plus.
Comfortable and skilled at written and verbal communication to varied audiences
Experience collaborating with and influencing cross functional partners
Experience in building advanced data pipelines and designing data scheme and table infrastructure
Experience in cleaning sets of data so accurate decisions and forecasts can be made
A related technical degree is required
Plus: An advanced degree (MS, PhD) in a quantitative field (e.g. Computer Science, Economics, Physics)
Plus: Experience with statistical and machine learning methods to build descriptive and predictive models
For Colorado-based roles: Minimum annual salary of $150,200. You may also be entitled to receive bonus, restricted stock units, and benefits. More details about our company benefits can be found at the following link: https://www.getsalesforcebenefits.com/
*LI-Y
Accommodations
If you require assistance due to a disability applying for open positions please submit a request via this Accommodations Request Form .
Posting Statement
At Salesforce we believe that the business of business is to improve the state of our world. Each of us has a responsibility to drive Equality in our communities and workplaces. We are committed to creating a workforce that reflects society through inclusive programs and initiatives such as equal pay, employee resource groups, inclusive benefits, and more. Learn more about Equality at Salesforce and explore our benefits.
Salesforce, Inc . and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Salesforce, Inc . and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce, Inc . and Salesforce.org will not pay any third-party agency or company that does not have a signed agreement with Salesforce, Inc . or Salesforce.org .
Salesforce welcomes all.
Apply Now: click Apply Now
Show Less",150200.0,10000+ Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,1999.0,$10+ billion (USD),0,4.4,1,1,0,0,0,1,data scientist,na,545,23.0
444,444,StoryFit,NLP Data Scientist,"Austin, TX","Are you a data scientist who’s eager to innovate and build scalable solutions that could support the next hit movie, TV show or video game? Is Natural Language Processing your jam?
StoryFit is an Austin-based growth-stage startup that uses supervised machine learning and NLP to produce actionable data and audience insights that is changing the way entertainment clients acquire, develop, and drive growth and performance for their IP.
We are looking for an exceptional data scientist with extensive ML/NLP experience to work closely with our product team to develop and implement ML/NLP algorithms that impact the decision-making process for entertainment professionals. You will be responsible for building, measuring, and optimizing the quality of StoryFit’s algorithms. We are focused on high-impact projects utilizing big data analytics and machine learning to improve discovery, evaluation, and predictive outcomes.
We’re looking for:
A motivated, results-oriented Data Scientist with strong rigor and demonstrable skills in experimentation, ML, NLP, data mining, and/or large-scale distributed computation and enjoy peering into the future and shaping its outcome
Someone who is adept at making complex concepts simple and easy to understand, has exceptional technical writing skills, and is driven to show the world the power of applied analytics
Key Responsibilities
Develop machine learning (ML) models using natural language processing (NLP) that will be integrated into our automated processes
Serve as a technical leader providing insight into leading analytic practices, design and lead iterative learning and development cycles, and ultimately produce new and creative analytic solutions that will become part of our core deliverables
Work with cross-functional team members to identify and prioritize actionable, high-impact insights
Use Python and ML/NLP technologies to perform analytics on content narrative and dialogue
Search through large data sets and transform data to make it more appropriate for analysis
Explore data in order to deeply understand the phenomenon being modeled, and the validity and reliability of the inputs.
Develop models that can go directly into production, and build working prototypes.
Validate models against alternative approaches, expected and observed outcome, and numerous directly and indirectly relevant business defined key performance indicators.
Review models of peers for the purpose of reducing and managing risk to the business, and maximizing improvement of business practice and customer experience.
Build processes to provide business stakeholders timely, relevant insights, scenarios and recommendations.
Ideal Candidate will have:
Master’s degree or similar level experience in Data Science, Machine Learning, Mathematics, Computer Science, Statistics, or another relevant quantitative field
3+ years of experience as a Data Scientist/Machine Learning Engineer
A strong knowledge of Natural Language Processing (NLP) including experience creating practical models solving problems like contextual emotion detection, converting text into a timeline, aspect-based sentiment analysis, stance detection, co-reference resolution, etc.
Proficiency with Python (scikit-learn, SpaCy, NLTK, genism, AllenNLP, etc.)
Experience with a deep learning framework (Tensorflow, Pytorch, etc.), deep learning architectures (RNNs, CNNs, Transformers, etc.) and platforms (e.g. Hugging Face)
Experience with SQL, databases, and other data management tools
A deep understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms
Benefits
Salary
Healthcare benefits
401(K) matching
Flexible PTO
Austin, TX preferred / Open to relocation / Remote work possible

NS0DNBDO7B
Show Less",115874.0,1 to 50 Employees,Company - Private,Management & Consulting,Membership Organizations,,Unknown / Non-Applicable,0,4.4,1,0,0,0,0,1,data scientist,Senior,418,
